Reporter Name,Partner Name,Trade Flow,Indicator,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 World,Russian Federation,Import,Import Partner Share (%),,,,,1.0454,1.1048,1.3028,1.365,1.5447,1.4296,1.3524,1.3024,1.6918,1.6665,1.6873,1.8648,2.1057,2.3769,2.5194,2.5352,2.8053,2.4401,2.5683,2.852,2.8788,2.7579,2.5539,1.9889,1.7619,2.009,2.2916
 World,Rwanda,Import,Import Partner Share (%),0.0092,0.0046,0.0035,0.0027,0.0022,0.0022,0.001,0.001,0.0013,0.0017,0.0015,0.0008,0.001,0.0011,0.0018,0.0015,0.0037,0.001,0.0009,0.001,0.0012,0.0017,0.0013,0.0019,0.0018,0.0019,0.0021,0.0023,0.0028,0.0034,0.0054
 World,Saint Barth?lemy,Import,Import Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0001,0.0001,0.0002,0
 World,Saint Helena,Import,Import Partner Share (%),0.0004,0.0002,0.0003,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0002,0.0002
 World,Saint Maarten (Dutch part),Import,Import Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,0.0002,0.0003,0.0004,0.0004,0.0005,0.0008,0.0008,0.0006
 World,Saint Pierre and Miquelon,Import,Import Partner Share (%),0.0001,0.0009,0.0004,0.0007,0.0006,0,0.0005,0.0001,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0,0.0001,0,0,0,0,0,0,0
 World,Samoa,Import,Import Partner Share (%),0.0008,0.001,0.0006,0.0007,0.0013,0.0019,0.0014,0.0012,0.0014,0.0011,0.0011,0.001,0.0009,0.001,0.001,0.0011,0.0009,0.0008,0.0007,0.0008,0.0006,0.0006,0.0006,0.0004,0.0004,0.0003,0.0003,0.0003,0.0004,0.0002,0.0002
 World,San Marino,Import,Import Partner Share (%),,,,,,,,,,,,,0.0006,0.0005,0.0005,0.0006,0.0006,0.0004,0.0004,0.0015,0.0014,0.0012,0.0011,0.0009,0.0007,0.0007,0.0008,0.0009,0.0011,0.0015,0.0008
 World,Sao Tome and Principe,Import,Import Partner Share (%),0.0012,0.0007,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
 World,Saudi Arabia,Import,Import Partner Share (%),1.5014,1.4691,1.8589,2.0107,1.7275,1.3447,1.1064,1.0091,1.0915,1.123,0.7777,0.8717,1.2218,1.1379,1.057,1.1912,1.2869,1.5818,1.7245,1.5916,2.0154,1.4636,1.6112,1.9665,2.1133,2.0251,1.9159,1.1858,1.1032,1.2346,1.5482
 World,Senegal,Import,Import Partner Share (%),0.0135,0.017,0.0134,0.0104,0.0088,0.0045,0.0107,0.0113,0.0123,0.0119,0.0134,0.0121,0.0108,0.012,0.0132,0.0115,0.0104,0.0101,0.0079,0.0101,0.0107,0.0082,0.0116,0.0136,0.016,0.0092,0.0098,0.0138,0.0183,0.0195,0.016
 World,"Serbia, FR(Serbia/Montenegro)",Import,Import Partner Share (%),,,,,0.1457,0.0052,0.0061,0.0054,0.0241,0.0372,0.0391,0.0217,0.0227,0.0257,0.0299,0.0326,0.0411,0.0448,0.0504,0.0614,0.0657,0.0625,0.0617,0.0646,0.0628,0.078,0.082,0.0859,0.0958,0.1013,0.1033
 World,Seychelles,Import,Import Partner Share (%),0.004,0.0049,0.0044,0.0023,0.0013,0.0014,0.0018,0.0009,0.0013,0.0019,0.0021,0.0027,0.0029,0.0042,0.006,0.0052,0.0044,0.0046,0.0038,0.0031,0.0027,0.0032,0.0027,0.0022,0.0027,0.0033,0.0031,0.003,0.0037,0.0037,0.0035
 World,Sierra Leone,Import,Import Partner Share (%),0.0053,0.007,0.0052,0.0069,0.0062,0.005,0.0039,0.0039,0.0042,0.0038,0.0023,0.0016,0.0025,0.0016,0.0026,0.0027,0.0026,0.0022,0.0024,0.0029,0.0023,0.0023,0.0024,0.0028,0.0057,0.0104,0.0121,0.004,0.0043,0.0051,0.0039
 World,Singapore,Import,Import Partner Share (%),0.9986,1.2347,1.3136,1.561,1.4945,1.7693,1.6585,1.6436,1.6933,1.6565,1.4893,1.4704,1.5677,1.4088,1.4158,1.3962,1.3983,1.4426,1.4302,1.3594,1.3352,1.4277,1.4692,1.4345,1.4937,1.3944,1.3969,1.4286,1.336,1.3646,1.4136
 World,Slovak Republic,Import,Import Partner Share (%),,,,,,0.1278,0.1506,0.1796,0.1782,0.1694,0.198,0.1866,0.1772,0.203,0.2404,0.2904,0.2977,0.2831,0.3079,0.3792,0.3886,0.3934,0.387,0.3973,0.3966,0.4059,0.4074,0.4125,0.4564,0.4445,0.4628
 World,Slovenia,Import,Import Partner Share (%),,,,,0.0991,0.1199,0.1571,0.1608,0.1559,0.1465,0.1589,0.144,0.1304,0.1419,0.1524,0.1611,0.1586,0.148,0.1513,0.1727,0.1635,0.1628,0.1539,0.1544,0.1463,0.1569,0.1644,0.1627,0.1792,0.1804,0.189
 World,Solomon Islands,Import,Import Partner Share (%),0.0088,0.0049,0.0046,0.0032,0.0041,0.0056,0.0043,0.0042,0.0044,0.0043,0.0038,0.0029,0.0017,0.0014,0.0015,0.0017,0.0021,0.002,0.002,0.0024,0.0024,0.0023,0.0027,0.0034,0.0038,0.0036,0.0037,0.0044,0.0039,0.0048,0.005
 World,Somalia,Import,Import Partner Share (%),0.001,0.0016,0.0011,0.0026,0.0029,0.0026,0.0023,0.0028,0.0028,0.0007,0.0011,0.0017,0.0017,0.0014,0.0023,0.0025,0.0022,0.0021,0.0029,0.0017,0.0012,0.002,0.0025,0.0026,0.0027,0.0034,0.0035,0.0043,0.004,0.0024,0.0026
 World,South Africa,Import,Import Partner Share (%),0.679,0.556,0.4638,0.4064,0.3571,0.4216,0.4533,0.4438,0.4813,0.5273,0.5077,0.5322,0.5755,0.6358,0.6304,0.6279,0.6425,0.6043,0.6008,0.651,0.6964,0.6898,0.6794,0.7874,0.8075,0.8031,0.7442,0.6859,0.6276,0.6442,0.6461
 World,South Georgia and the South Sa,Import,Import Partner Share (%),,,,,,,,,,,,,0,0,0,0,0,0.0001,0.0001,0.0001,0,0.0003,0,0,0,0,0,0,0,0,0
 World,South Sudan,Import,Import Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,,0.0036,0.0134,0.0237,0.0145,0.0094,0.0076,0.0091
 World,Soviet Union,Import,Import Partner Share (%),1.5378,1.5595,1.4162,1.0602,,,,,,,,,,,,,,,,,,,,,,,,,,,
 World,Spain,Import,Import Partner Share (%),1.4528,1.1152,1.2895,1.191,1.2456,1.0887,1.7162,1.8205,1.8507,1.7998,1.9578,1.8841,1.6871,1.7436,1.8298,1.9179,1.8586,1.7646,1.7244,1.7595,1.6778,1.7105,1.5744,1.5365,1.486,1.5304,1.5686,1.6085,1.6932,1.6874,1.6612
 World,Special Categories,Import,Import Partner Share (%),0.1461,0.2576,0.1952,0.1619,0.3285,0.5749,0.4045,0.4027,0.6432,0.745,0.5055,0.7948,0.0006,0.3024,0.2936,0.0081,0.0083,0.0131,0.0186,0.0186,0.3143,0.3345,0.2353,0.2897,0.3046,0.2884,0.2447,0.2447,0.1934,0.1843,0.2105
 World,Sri Lanka,Import,Import Partner Share (%),0.0517,0.0427,0.0453,0.0703,0.0722,0.0803,0.0753,0.0734,0.0747,0.0783,0.0815,0.0787,0.0787,0.0799,0.0764,0.0709,0.0688,0.0652,0.0621,0.0591,0.0567,0.0635,0.0585,0.0584,0.0557,0.0555,0.0608,0.0685,0.0672,0.0647,0.0653
 World,St. Kitts and Nevis,Import,Import Partner Share (%),0,0.0001,0,0.0009,0.0011,0.0014,0.0009,0.0009,0.0008,0.001,0.0009,0.0009,0.0012,0.001,0.0011,0.0009,0.0007,0.0007,0.0006,0.0005,0.0005,0.0007,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005
 World,St. Lucia,Import,Import Partner Share (%),0.0005,0.0005,0.0007,0.0015,0.0014,0.0044,0.0028,0.0027,0.0023,0.002,0.0019,0.0019,0.0014,0.0011,0.0011,0.0008,0.0009,0.0016,0.0014,0.001,0.0007,0.0017,0.0007,0.0011,0.0006,0.0009,0.0012,0.0011,0.0009,0.0005,0.0004
 World,St. Vincent and the Grenadines,Import,Import Partner Share (%),0.0004,0.0015,0.0013,0.0021,0.0017,0.0036,0.0025,0.0023,0.002,0.0031,0.0026,0.0032,0.002,0.0025,0.0028,0.0012,0.0027,0.0018,0.002,0.0011,0.0016,0.0025,0.0011,0.0006,0.0005,0.0004,0.0005,0.0008,0.0016,0.0015,0.0009
 World,Sudan,Import,Import Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,0,0.0002,0.0357,0.0331,0.0303,0.0234,0.0233,0.0282,0.0224
 World,Suriname,Import,Import Partner Share (%),0.0074,0.0086,0.0075,0.0081,0.0095,0.0124,0.01,0.0109,0.0113,0.0103,0.0108,0.0108,0.0086,0.0085,0.0075,0.008,0.0099,0.0093,0.0099,0.0096,0.01,0.0118,0.0124,0.0123,0.0158,0.0136,0.0125,0.0117,0.0096,0.0124,0.0125
 World,Sweden,Import,Import Partner Share (%),1.9148,1.8895,1.832,1.4737,1.3541,1.3968,1.4455,1.5375,1.5454,1.494,1.5314,1.4775,1.3521,1.2649,1.2435,1.3038,1.2964,1.2419,1.1984,1.2047,1.1345,1.037,0.9895,1.0051,0.9282,0.8942,0.8783,0.8525,0.8524,0.8525,0.8556
 World,Switzerland,Import,Import Partner Share (%),2.546,1.9691,2.0464,1.7789,1.6957,1.6456,1.8276,1.8515,1.7629,1.6468,1.711,1.6269,1.4413,1.5033,1.4745,1.4632,1.4333,1.3936,1.3086,1.3786,1.4748,1.6179,1.622,1.7629,1.7339,2.0912,1.7787,1.8443,1.959,1.7635,1.6864
 World,Syrian Arab Republic,Import,Import Partner Share (%),0.0205,0.0482,0.0613,0.0638,0.0519,0.0613,0.0662,0.0669,0.069,0.0711,0.0558,0.0655,0.0783,0.0946,0.1048,0.0805,0.0594,0.0579,0.0544,0.0512,0.0531,0.0486,0.0582,0.0458,0.0122,0.0081,0.006,0.0053,0.0052,0.2395,0.0038
 World,Tajikistan,Import,Import Partner Share (%),,,,,0.001,0.0028,0.0068,0.0057,0.0068,0.0055,0.0053,0.005,0.0066,0.0058,0.007,0.0075,0.0069,0.0076,0.0074,0.0079,0.0066,0.0074,0.0081,0.0067,0.0062,0.0049,0.0041,0.0057,0.0053,0.006,0.0071
 World,Tanzania,Import,Import Partner Share (%),0.024,0.0189,0.0161,0.0123,0.0108,0.0129,0.0116,0.0134,0.0132,0.0126,0.013,0.011,0.0137,0.0118,0.0124,0.0166,0.0162,0.0139,0.0131,0.0127,0.0129,0.0181,0.0193,0.0213,0.0267,0.0277,0.0261,0.0285,0.0304,0.0286,0.024
 World,Thailand,Import,Import Partner Share (%),0.6991,0.7916,0.7788,1.0134,1.0213,1.0721,1.0515,1.0419,1.0677,1.0875,1.0486,1.0952,1.152,1.1481,1.1464,1.1522,1.1609,1.1736,1.1856,1.2016,1.2164,1.3339,1.4001,1.355,1.3236,1.2875,1.3155,1.4497,1.5252,1.4575,1.3796
 World,Togo,Import,Import Partner Share (%),0.0086,0.0113,0.0104,0.0063,0.0046,0.0029,0.0041,0.0051,0.0051,0.0071,0.0063,0.0056,0.0046,0.0066,0.0053,0.0109,0.0064,0.0071,0.0054,0.0092,0.0125,0.0083,0.0082,0.0099,0.0135,0.0138,0.0133,0.0134,0.0122,0.0175,0.0153
 World,Tokelau,Import,Import Partner Share (%),,0.0001,0.0003,0.0004,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0.0003,0.0003,0.0005,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001,0.0004,0.0003
 World,Tonga,Import,Import Partner Share (%),0.0004,0.0005,0.0007,0.0014,0.0008,0.0007,0.0005,0.0004,0.0004,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
 World,Trinidad and Tobago,Import,Import Partner Share (%),0.0057,0.0087,0.0066,0.0658,0.053,0.0482,0.0512,0.0417,0.0423,0.0483,0.0431,0.0538,0.0634,0.066,0.0694,0.0927,0.0936,0.1156,0.115,0.1098,0.1252,0.1018,0.0985,0.112,0.1094,0.1044,0.1003,0.0776,0.0544,0.0553,0.0603
 World,Tunisia,Import,Import Partner Share (%),0.0764,0.0761,0.069,0.0617,0.065,0.0543,0.1064,0.1077,0.1065,0.1002,0.1084,0.1075,0.0931,0.1048,0.1051,0.1073,0.1051,0.0983,0.0984,0.1089,0.1162,0.1216,0.1124,0.0978,0.092,0.0932,0.0897,0.0888,0.0884,0.0833,0.0868
 World,Turkey,Import,Import Partner Share (%),0.4317,0.3294,0.3743,0.3675,0.3676,0.3513,0.3829,0.3823,0.3917,0.4115,0.4631,0.4559,0.4031,0.49,0.5578,0.6215,0.6703,0.6608,0.6678,0.7398,0.7713,0.7497,0.7115,0.7002,0.7312,0.7513,0.7887,0.8322,0.879,0.8732,0.8909
 World,Turkmenistan,Import,Import Partner Share (%),,,,,0.0025,0.0067,0.0096,0.0146,0.0425,0.0263,0.0063,0.0181,0.0302,0.0372,0.0404,0.0352,0.0384,0.0461,0.0449,0.0466,0.0568,0.0184,0.0177,0.0411,0.0597,0.0625,0.0636,0.062,0.0499,0.0452,0.0553
 World,Turks and Caicos Isl.,Import,Import Partner Share (%),0,0,0,0.0003,0.0003,0.0003,0.0002,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0004,0.0004,0.0003,0.0003,0.0004,0.0007,0.0004,0.0002,0.0002,0.0002,0.0005,0.0002,0.0001,0.0003,0.0002,0.0001,0.0001
 World,Tuvalu,Import,Import Partner Share (%),0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0.0049,0.0052,0,0,0,0,0,0,0,0.0001,0.0001,0.0002,0.0001,0,0.0002,0.0003,0.0001,0.0002
 World,Uganda,Import,Import Partner Share (%),0.0069,0.008,0.0047,0.0041,0.0053,0.0042,0.0107,0.0137,0.0126,0.0117,0.009,0.0079,0.006,0.006,0.0064,0.0065,0.0061,0.0069,0.0055,0.0071,0.0073,0.0088,0.0083,0.008,0.0081,0.0085,0.0076,0.009,0.0097,0.0116,0.0148
 World,Ukraine,Import,Import Partner Share (%),,,,,0.0347,0.0843,0.1378,0.14,0.2594,0.2309,0.2398,0.1961,0.2263,0.2661,0.2709,0.2921,0.3579,0.3461,0.3337,0.3701,0.4548,0.358,0.373,0.4053,0.3955,0.3512,0.3109,0.2637,0.2486,0.2735,0.2761
 World,United Arab Emirates,Import,Import Partner Share (%),1.0566,0.9769,1.1143,0.9028,0.6963,0.601,0.461,0.4123,0.4568,0.5039,0.4058,0.4319,0.5634,0.5649,0.5218,0.6081,0.6773,0.811,0.8334,0.8209,1.0164,0.8406,1.081,1.2213,1.2955,1.3593,1.2805,0.9587,0.9879,1.0658,1.115
 World,United Kingdom,Import,Import Partner Share (%),5.059,4.7102,4.7756,4.5119,5.0362,4.2466,4.484,4.6615,4.7252,4.6318,4.6849,4.5835,4.3649,4.3049,4.0614,3.8026,3.5355,3.4093,3.1887,3.1707,2.8987,2.8415,2.5605,2.4746,2.4786,2.7826,2.5469,2.5429,2.3851,2.3482,2.3698
 World,United States,Import,Import Partner Share (%),13.3228,19.0759,18.4687,13.7773,13.6611,13.6815,12.8037,12.3216,12.5454,13.3096,13.3555,12.9231,12.6168,12.1502,11.1237,9.9428,9.1562,8.7886,8.5593,8.3453,8.1318,8.4152,8.2002,8.0033,8.3345,8.1873,8.3422,8.8265,8.6786,8.4011,8.3371
 World,United States Minor Outlying I,Import,Import Partner Share (%),,,,,0.0024,,,,,,,,0.0004,0.0004,0.0002,0.0004,0.0004,0.0003,0.0003,0.0002,0.0001,0.0002,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0
 World,Unspecified,Import,Import Partner Share (%),0.5954,0.5896,0.5975,0.2832,0.262,0.3028,0.4095,0.4128,0.4237,0.4157,0.3568,0.4171,0.9091,0.789,0.996,1.0235,1.1795,1.0222,1.3248,0.7951,0.8641,0.8715,0.939,0.9165,0.7141,1.1918,1.1823,1.2363,1.974,0.6749,0.4982
 World,Uruguay,Import,Import Partner Share (%),0.0311,0.0816,0.0711,0.0548,0.0497,0.0672,0.0669,0.0521,0.0521,0.0557,0.0582,0.0459,0.0429,0.0378,0.0347,0.035,0.0368,0.0421,0.0374,0.0393,0.0431,0.0519,0.0538,0.0521,0.0587,0.0591,0.0557,0.058,0.057,0.0585,0.0503
 World,Us Msc.Pac.I,Import,Import Partner Share (%),0.0063,0.0041,0.0047,0.0027,0.0013,0.0042,0.0025,0.0027,0.0028,0.0025,0.0025,0.0026,0,0,0,0,,,,,,,,,,,,,,,
 World,Uzbekistan,Import,Import Partner Share (%),,,,,0.0043,0.0177,0.0304,0.0371,0.0545,0.0557,0.038,0.0314,0.0392,0.0374,0.0359,0.0351,0.039,0.0377,0.0456,0.0466,0.0533,0.046,0.0444,0.039,0.0323,0.0435,0.035,0.0396,0.0483,0.0493,0.0521
 World,Vanuatu,Import,Import Partner Share (%),0.0021,0.0024,0.0014,0.001,0.001,0.0016,0.0008,0.0006,0.0009,0.0014,0.0015,0.0012,0.0016,0.0011,0.001,0.001,0.0025,0.0023,0.0023,0.0022,0.0034,0.0016,0.0033,0.0041,0.0025,0.002,0.0018,0.0009,0.0018,0.0014,0.0009
 World,Venezuela,Import,Import Partner Share (%),0.1689,0.202,0.2405,0.6242,0.4995,0.4537,0.3829,0.3735,0.4321,0.4366,0.3234,0.3558,0.4572,0.4141,0.3798,0.3424,0.406,0.4924,0.4863,0.4538,0.5482,0.4126,0.4127,0.4507,0.4708,0.4205,0.3843,0.2362,0.1866,0.1823,0.1927
 World,Vietnam,Import,Import Partner Share (%),0.0371,0.0609,0.071,0.0638,0.0812,0.0977,0.1101,0.1147,0.1365,0.1698,0.176,0.1972,0.22,0.2341,0.2586,0.2925,0.3085,0.3346,0.352,0.3758,0.4196,0.5027,0.511,0.5551,0.7203,0.798,0.9044,1.2131,1.3808,1.4902,1.561
 World,Wallis and Futura Isl.,Import,Import Partner Share (%),0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0
 World,Western Sahara,Import,Import Partner Share (%),0,0,0,0.0002,0.0002,0.0002,0.0005,0,0,0.0001,0,0,0.0002,0.0001,0.0001,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0
 World,Yemen,Import,Import Partner Share (%),0.0586,0.0501,0.0458,0.0447,0.0325,0.0359,0.0418,0.0394,0.0403,0.0443,0.0315,0.0425,0.0547,0.0486,0.0432,0.0517,0.0461,0.0526,0.0589,0.0503,0.0589,0.0435,0.0535,0.0543,0.0481,0.052,0.0498,0.0125,0.0061,0.0132,0.0091
 World,Yemen Democratic,Import,Import Partner Share (%),0.0107,0.0097,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 World,"Yugoslavia,FR(Serbia/Montenegr",Import,Import Partner Share (%),0.5589,0.4386,0.4542,0.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,
 World,Zambia,Import,Import Partner Share (%),0.0982,0.0737,0.0613,0.0424,0.0377,0.0278,0.0234,0.0227,0.0182,0.0163,0.0142,0.0118,0.0098,0.0107,0.0114,0.0101,0.0164,0.0241,0.0231,0.0253,0.0246,0.0285,0.039,0.0424,0.0432,0.0384,0.0366,0.0356,0.0377,0.0412,0.0466
 World,Zimbabwe,Import,Import Partner Share (%),0.0663,0.0554,0.0442,0.0362,0.043,0.0349,0.0395,0.0355,0.0386,0.0388,0.033,0.0341,0.0297,0.03,0.0274,0.025,0.0211,0.0192,0.0185,0.0174,0.0142,0.0092,0.0096,0.0142,0.0152,0.0144,0.0139,0.0145,0.0133,0.0143,0.0175
